id,subject,probA,probB,probC,probD,result,answer,time,split
e4927cf9-d5c2-4d7e-ab5b-7429e206275e,Microbiology,0.0288848876953125,0.0258941650390625,0.94189453125,0.00331878662109375,True,C,0.023703813552856445,medmcqa_1
a31fa037-1f22-44a4-8d07-6457c439b685,Microbiology,0.004985809326171875,0.93505859375,0.00443267822265625,0.0552978515625,True,B,0.02294635772705078,medmcqa_1
93751803-0e12-444d-a80a-f15784cc6a86,Microbiology,0.0011358261108398438,0.00240325927734375,0.0037822723388671875,0.99267578125,True,D,0.015060186386108398,medmcqa_1
7ddb4b66-7d59-42e8-9714-04fdb5741670,Microbiology,0.6005859375,0.1201171875,0.1748046875,0.1043701171875,False,C,0.01430654525756836,medmcqa_1
8fe12f62-9e59-408b-899d-72def6e9e16e,Microbiology,0.12347412109375,0.0302581787109375,0.69970703125,0.1466064453125,True,C,0.02352452278137207,medmcqa_1
dec39d56-fcb3-4cf1-8e83-e09a09a8ce6e,Microbiology,0.75537109375,0.10711669921875,0.07305908203125,0.064453125,True,A,0.021036863327026367,medmcqa_1
de1065e8-37ba-4b6b-a05d-f967fdf76f58,Microbiology,0.99365234375,0.0012683868408203125,0.004638671875,0.000202178955078125,True,A,0.016318321228027344,medmcqa_1
5a2facfc-eefa-4828-b96a-c319e1c71745,Microbiology,0.99267578125,0.0008702278137207031,0.00653076171875,0.0001366138458251953,True,A,0.019037961959838867,medmcqa_1
8919343b-cb06-4265-8e82-209b335117b3,Microbiology,0.0135498046875,0.00038743019104003906,0.006011962890625,0.97998046875,True,D,0.026485919952392578,medmcqa_1
02f27add-bf4d-4155-81aa-8f537546ceda,Microbiology,0.2130126953125,0.2198486328125,0.5029296875,0.06396484375,True,C,0.02230215072631836,medmcqa_1
7cacd6ea-ee7d-481d-bc66-467c47dc315c,Microbiology,0.1505126953125,0.09869384765625,0.38427734375,0.36669921875,False,B,0.016137123107910156,medmcqa_1
47d11c3e-1090-4157-be00-405e9a23961e,Microbiology,0.11456298828125,0.0333251953125,0.005657196044921875,0.8466796875,False,A,0.02042555809020996,medmcqa_1
bf1695d4-b341-49a2-9144-aa52d346c645,Microbiology,0.1650390625,0.75146484375,0.04510498046875,0.038604736328125,True,B,0.015761852264404297,medmcqa_1
ca49d5c3-9678-4b4f-b10d-4021802c636d,Microbiology,0.974609375,0.01702880859375,0.00804901123046875,0.0003426074981689453,True,A,0.0108184814453125,medmcqa_1
84edf98d-5d16-4377-95fc-2bb67058e7d4,Microbiology,0.01163482666015625,0.00745391845703125,0.97607421875,0.004627227783203125,True,C,0.024224519729614258,medmcqa_1
a18a805c-102a-4493-9a14-9fef1f17862f,Microbiology,0.1181640625,0.4189453125,0.399658203125,0.063232421875,True,B,0.018971920013427734,medmcqa_1
87d25aef-12d5-478d-b126-e98a1a76e9f0,Microbiology,0.004436492919921875,0.98828125,0.00394439697265625,0.0034008026123046875,True,B,0.01627802848815918,medmcqa_1
bd2d1f59-a803-4311-b0b5-65dff935f85c,Microbiology,0.047149658203125,0.57421875,0.00193023681640625,0.376708984375,True,B,0.012826919555664062,medmcqa_1
4cbe210a-0779-4ba7-b599-e9b89fa5a0b1,Microbiology,0.006214141845703125,0.9736328125,0.01490020751953125,0.005031585693359375,True,B,0.02710247039794922,medmcqa_1
0d8286b5-43b3-4ea2-9af4-d39822a11972,Microbiology,0.128173828125,0.10455322265625,0.006633758544921875,0.7607421875,False,B,0.01533961296081543,medmcqa_1
5515fbdd-b28a-4493-914c-b8cefe901334,Social & Preventive Medicine,0.06829833984375,0.0338134765625,0.5048828125,0.39306640625,False,B,0.01836395263671875,medmcqa_1
9ed9358f-cdc1-48d6-8147-45ab98516fb0,Social & Preventive Medicine,0.047607421875,0.9267578125,0.0190887451171875,0.00664520263671875,True,B,0.02222132682800293,medmcqa_1
5266b717-91e2-4c9f-94aa-2be119379a81,Social & Preventive Medicine,0.1507568359375,0.356201171875,0.443359375,0.04974365234375,False,D,0.01964855194091797,medmcqa_1
5dd40005-ebc1-4136-9b9b-70705d09e384,Social & Preventive Medicine,0.0300750732421875,0.34423828125,0.533203125,0.0926513671875,False,B,0.023105621337890625,medmcqa_1
85377a0a-3388-46b2-b2ba-43b90a2b7955,Social & Preventive Medicine,0.14306640625,0.041656494140625,0.7734375,0.041656494140625,True,C,0.013544559478759766,medmcqa_1
2166e021-8b96-47ad-9e4d-fa55a623938b,Social & Preventive Medicine,0.83447265625,0.081298828125,0.04351806640625,0.0408935546875,True,A,0.018826007843017578,medmcqa_1
3149d45d-d152-4d8a-a992-430c0d1bed57,Social & Preventive Medicine,0.362060546875,0.050537109375,0.252685546875,0.334716796875,True,A,0.023878097534179688,medmcqa_1
2a74f19e-1c3b-4318-ba5b-0812f80d895e,Social & Preventive Medicine,0.0032558441162109375,0.0007495880126953125,0.004451751708984375,0.99169921875,True,D,0.017434120178222656,medmcqa_1
eea47061-62d2-40bd-a772-8b8d8dfb431d,Social & Preventive Medicine,0.37890625,0.229736328125,0.334228515625,0.05718994140625,False,B,0.016747236251831055,medmcqa_1
b3c00c97-b6ca-4475-95e2-42343c8959cc,Social & Preventive Medicine,0.11273193359375,0.358154296875,0.03955078125,0.489501953125,False,A,0.01855778694152832,medmcqa_1
4b376e03-6fe0-40fd-b3be-aea6048bf7fa,Social & Preventive Medicine,0.2415771484375,0.11773681640625,0.5703125,0.0703125,False,A,0.01639389991760254,medmcqa_1
82a21b84-e5d6-46d5-98bc-46fc75641f7b,Social & Preventive Medicine,0.190673828125,0.3095703125,0.39111328125,0.108642578125,True,C,0.026613950729370117,medmcqa_1
ba54a2e5-0beb-4a2b-a1ec-f34e58a5e679,Social & Preventive Medicine,0.200927734375,0.59033203125,0.07049560546875,0.1380615234375,True,B,0.016451597213745117,medmcqa_1
7c6fe266-845b-4f4b-8ddb-ca5d016e0396,Social & Preventive Medicine,0.623046875,0.272216796875,0.0738525390625,0.0307769775390625,False,D,0.026990413665771484,medmcqa_1
257b6434-4c38-4b6a-8207-23c436906b0c,Social & Preventive Medicine,0.91455078125,0.00726318359375,0.01537322998046875,0.062744140625,True,A,0.01786065101623535,medmcqa_1
bcc3680a-8167-4c75-ba0c-b7c94cb440b6,Social & Preventive Medicine,0.1502685546875,0.159912109375,0.12261962890625,0.56689453125,False,B,0.01428985595703125,medmcqa_1
c06d48a3-baba-4dfd-8144-39234497be00,Social & Preventive Medicine,0.047149658203125,0.93212890625,0.01776123046875,0.00287628173828125,True,B,0.013230323791503906,medmcqa_1
fab688a9-c8b9-49de-9fd1-596e226477e6,Social & Preventive Medicine,0.01153564453125,0.1982421875,0.7841796875,0.006130218505859375,True,C,0.020634174346923828,medmcqa_1
ae3aa91a-4bfb-42a5-b8f6-7f8217e18fb0,Social & Preventive Medicine,0.419921875,0.388427734375,0.1429443359375,0.048614501953125,False,B,0.0174863338470459,medmcqa_1
9e897983-8674-4556-9457-457acfa15d9e,Social & Preventive Medicine,0.305908203125,0.3466796875,0.2496337890625,0.0977783203125,False,C,0.023630380630493164,medmcqa_1
3c51b6f8-0c1e-4f6f-9f2b-9b2463364ff2,Dental,0.1392822265625,0.2027587890625,0.115478515625,0.54248046875,False,C,0.011013269424438477,medmcqa_1
a21105e6-e66d-4ae5-ab2d-cee0c3b6bd4d,Dental,0.2054443359375,0.33349609375,0.349365234375,0.1116943359375,False,B,0.021283388137817383,medmcqa_1
8a04c842-70a5-4ba5-9645-c5ef4a5acd66,Dental,0.274658203125,0.274658203125,0.18017578125,0.2705078125,True,A,0.019214153289794922,medmcqa_1
2bd4a99b-c158-4dac-8632-ae800f490a9e,Dental,0.8369140625,0.042327880859375,0.006443023681640625,0.11419677734375,False,B,0.02687978744506836,medmcqa_1
