id,source,probA,probB,probC,probD,probE,answer,time,error,sources,ids,similarity,confident,add_ids
0,MEDQA,0.04294564574956894,0.6717829704284668,0.14989504218101501,0.05514330416917801,0.08023303747177124,2,0.3508150577545166,False,"['TEXT', 'STAT', 'PBMD', 'TEXT', 'STAT']","[468502519162419238, 468502519162804824, 468502519163003037, 468502519162419239, 468502519162725956]","[0.7883020639419556, 0.7768590450286865, 0.7520108222961426, 0.7805895805358887, 0.7677859663963318]",1,"[-1, -1, -1, -1, -1]"
1,MEDQA,0.16351506114006042,0.017234360799193382,0.11238215118646622,0.06015383452177048,0.6467146277427673,4,0.9080471992492676,False,"['STAT', 'STAT', 'PBMD', 'PBMD', 'PBMD']","[468502519162463460, 468502519162803025, 468502519163959629, 468502519163762620, 468502519163669127]","[0.8022149801254272, 0.7991018891334534, 0.8087170124053955, 0.8275303244590759, 0.8109773397445679]",3,"[468502519163976601, 468502519163651328, 468502519163762620, 468502519163312036, 468502519163723351, 468502519162463460, 468502519162489149, 468502519163333699, 468502519163762620, 468502519163312036, 468502519163762620, 468502519163312036, 468502519163723351, 468502519163976601, 468502519163651328]"
2,MEDQA,0.009160095825791359,0.006295636296272278,0.9343552589416504,0.021973930299282074,0.028215084224939346,2,0.5499968528747559,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163128432, 468502519163939203, 468502519163751419, 468502519163968916, 468502519163576601]","[0.7741281986236572, 0.7759219408035278, 0.7778491377830505, 0.7752714157104492, 0.7865031957626343]",1,"[-1, -1, -1, -1, -1]"
3,MEDQA,0.1808328628540039,0.557004451751709,0.03560810163617134,0.04572170972824097,0.1808328628540039,3,0.569788932800293,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163345479, 468502519163155808, 468502519163013377, 468502519163154071, 468502519163932367]","[0.7986013889312744, 0.7794308662414551, 0.7905657291412354, 0.7816476821899414, 0.7949286103248596]",1,"[-1, -1, -1, -1, -1]"
4,MEDQA,0.0730132982134819,0.6113328337669373,0.10623371601104736,0.1364067941904068,0.0730132982134819,1,1.1138527393341064,False,"['STAT', 'STAT', 'PBMD', 'STAT', 'STAT']","[468502519162734019, 468502519162717305, 468502519163242475, 468502519162487888, 468502519162838336]","[0.759428858757019, 0.7691073417663574, 0.76836097240448, 0.7694875001907349, 0.7615014314651489]",5,"[468502519162780639, 468502519162468344, 468502519162780658, 468502519162780638, 468502519162780627, 468502519162780641, 468502519163843657, 468502519162780639, 468502519163908307, 468502519162780627, 468502519162738544, 468502519163543404, 468502519162920623, 468502519162780629, 468502519162747520, 468502519162780639, 468502519163571834, 468502519162940308, 468502519162780627, 468502519162780655, 468502519162949162, 468502519162838337, 468502519163571862, 468502519163571834, 468502519163592320]"
5,MEDQA,0.08293116837739944,0.3716717064380646,0.2894582152366638,0.030508670955896378,0.22543029487133026,4,0.8188114166259766,False,"['PBMD', 'STAT', 'STAT', 'PBMD', 'TEXT']","[468502519163953636, 468502519162729014, 468502519162754650, 468502519163681416, 468502519162390966]","[0.7790089249610901, 0.8038643598556519, 0.7909890413284302, 0.7795652151107788, 0.7912204265594482]",2,"[468502519163412925, 468502519163861599, 468502519163296827, 468502519163325402, 468502519163325404, 468502519162847421, 468502519162847434, 468502519163953636, 468502519163734537, 468502519163862056]"
6,MEDQA,0.8634538650512695,0.02954576537013054,0.02607404813170433,0.04298883676528931,0.03793751448392868,3,0.34790635108947754,False,"['STAT', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519162822440, 468502519163659397, 468502519163506024, 468502519163183210, 468502519163769161]","[0.7860835194587708, 0.7899453639984131, 0.7669838666915894, 0.7662773132324219, 0.7848948240280151]",1,"[-1, -1, -1, -1, -1]"
7,MEDQA,0.04788106679916382,0.022617414593696594,0.8487122058868408,0.04788106679916382,0.03290814161300659,2,0.5651929378509521,False,"['PBMD', 'TEXT', 'PBMD', 'PBMD', 'TEXT']","[468502519163822394, 468502519162390966, 468502519163758589, 468502519163955446, 468502519162389975]","[0.8044017553329468, 0.7989494800567627, 0.795595645904541, 0.7957013845443726, 0.7955292463302612]",1,"[-1, -1, -1, -1, -1]"
8,MEDQA,0.1469607651233673,0.015489550307393074,0.7463283538818359,0.05406384542584419,0.03715749830007553,2,0.3528609275817871,False,"['TEXT', 'TEXT', 'TEXT', 'STAT', 'PBMD']","[468502519162307658, 468502519162309261, 468502519162375245, 468502519162434145, 468502519163301091]","[0.778314471244812, 0.769618034362793, 0.7888336777687073, 0.7695751190185547, 0.7700110077857971]",1,"[-1, -1, -1, -1, -1]"
9,MEDQA,0.6555044054985046,0.11390958726406097,0.10052485764026642,0.06097140908241272,0.06908965110778809,0,0.29071497917175293,False,"['STAT', 'STAT', 'STAT', 'PBMD', 'TEXT']","[468502519162723435, 468502519162810196, 468502519162728890, 468502519163204361, 468502519162418523]","[0.7420843243598938, 0.7507055401802063, 0.7571095824241638, 0.7459217309951782, 0.7396757006645203]",1,"[-1, -1, -1, -1, -1]"
