id,subject,probA,probB,probC,probD,result,answer,time,split
1,anatomy,0.07470703125,0.1983642578125,0.6708984375,0.055938720703125,True,C,0.011230230331420898,mmlu_2
6,anatomy,0.060333251953125,0.619140625,0.26220703125,0.058502197265625,False,D,0.010888814926147461,mmlu_2
11,anatomy,0.007965087890625,0.005184173583984375,0.7060546875,0.28076171875,True,C,0.010824441909790039,mmlu_2
16,anatomy,0.037506103515625,0.1905517578125,0.0184326171875,0.75341796875,True,D,0.011202335357666016,mmlu_2
21,anatomy,0.99169921875,0.00647735595703125,0.0005483627319335938,0.0010995864868164062,True,A,0.011278867721557617,mmlu_2
26,anatomy,0.0010309219360351562,0.0004684925079345703,0.0006656646728515625,0.998046875,True,D,0.0103912353515625,mmlu_2
31,anatomy,0.00443267822265625,0.93505859375,0.018524169921875,0.04205322265625,True,B,0.010199785232543945,mmlu_2
36,anatomy,0.4453125,0.50439453125,0.04803466796875,0.0021266937255859375,False,C,0.010667800903320312,mmlu_2
41,anatomy,0.07049560546875,0.149169921875,0.32080078125,0.45947265625,True,D,0.01088094711303711,mmlu_2
46,anatomy,0.26220703125,0.7021484375,0.015625,0.0200653076171875,False,A,0.01082301139831543,mmlu_2
51,anatomy,0.0555419921875,0.03729248046875,0.038177490234375,0.869140625,False,B,0.010872602462768555,mmlu_2
56,anatomy,0.0015211105346679688,0.0010957717895507812,0.99658203125,0.00103759765625,True,C,0.010879039764404297,mmlu_2
61,anatomy,0.0770263671875,0.84130859375,0.0770263671875,0.004627227783203125,False,A,0.011013984680175781,mmlu_2
66,anatomy,0.0015726089477539062,0.00025272369384765625,0.0002014636993408203,0.998046875,True,D,0.010666847229003906,mmlu_2
71,anatomy,0.9697265625,0.0159149169921875,0.005008697509765625,0.00936126708984375,False,C,0.010764598846435547,mmlu_2
76,anatomy,0.016204833984375,0.9794921875,0.0022106170654296875,0.002315521240234375,True,B,0.011054754257202148,mmlu_2
81,anatomy,0.04010009765625,0.027130126953125,0.80517578125,0.12744140625,False,D,0.01106119155883789,mmlu_2
86,anatomy,0.204833984375,0.345703125,0.1195068359375,0.329833984375,True,B,0.011039495468139648,mmlu_2
1,clinical-knowledge,0.0012426376342773438,0.9970703125,0.0006704330444335938,0.00102996826171875,True,B,0.010986089706420898,mmlu_2
6,clinical-knowledge,0.020965576171875,0.24951171875,0.626953125,0.10235595703125,False,B,0.010729551315307617,mmlu_2
11,clinical-knowledge,0.0014886856079101562,0.00017499923706054688,0.998046875,0.00042319297790527344,True,C,0.010628938674926758,mmlu_2
16,clinical-knowledge,0.1397705078125,0.2001953125,0.5439453125,0.1158447265625,False,A,0.010956287384033203,mmlu_2
21,clinical-knowledge,0.0767822265625,0.0732421875,0.011505126953125,0.83837890625,True,D,0.010882139205932617,mmlu_2
26,clinical-knowledge,0.1790771484375,0.53466796875,0.2373046875,0.0489501953125,False,A,0.010908365249633789,mmlu_2
31,clinical-knowledge,0.0007486343383789062,0.0006709098815917969,0.000522613525390625,0.998046875,True,D,0.011217117309570312,mmlu_2
36,clinical-knowledge,0.41650390625,0.187744140625,0.0452880859375,0.3505859375,False,B,0.011010169982910156,mmlu_2
41,clinical-knowledge,0.04901123046875,0.587890625,0.0063323974609375,0.356689453125,True,B,0.010074138641357422,mmlu_2
46,clinical-knowledge,0.013092041015625,0.0109405517578125,0.9697265625,0.006381988525390625,True,C,0.010436058044433594,mmlu_2
51,clinical-knowledge,0.189208984375,0.53076171875,0.2213134765625,0.058624267578125,True,B,0.010327339172363281,mmlu_2
56,clinical-knowledge,0.00882720947265625,0.98876953125,0.0003643035888671875,0.0019855499267578125,True,B,0.011188507080078125,mmlu_2
61,clinical-knowledge,0.0012302398681640625,0.00295257568359375,0.9951171875,0.0008459091186523438,True,C,0.010802268981933594,mmlu_2
66,clinical-knowledge,0.435791015625,0.428955078125,0.0308380126953125,0.10430908203125,True,A,0.01061391830444336,mmlu_2
