id,subject,probA,probB,probC,probD,result,answer,time,split,sources,ids,similarity,confident,add_ids
bc4f5387-b4e2-4c9f-9372-d2578aa9848d,Microbiology,0.0361328125,0.0091552734375,0.02197265625,0.93359375,True,D,9.104518413543701,medmcqa_3,"['TEXT', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468043370482414974, 468043370483122470, 468043370483164307, 468043370483267066, 468043370483256072]","[0.7151207327842712, 0.7475943565368652, 0.7559636235237122, 0.7537238001823425, 0.7421055436134338]",4,"[468043370483754114, 468043370482825226, 468043370482410720, 468043370483443433, 468043370483552452, 468043370482775937, 468043370483010875, 468043370483010872, 468043370483661875, 468043370483185819, 468043370483156325, 468043370482414854, 468043370484051818, 468043370483332959, 468043370482414974, 468043370483132375, 468043370483162972, 468043370483300769, 468043370482414974, 468043370483156325]"
cb22bfd6-e7d0-4944-8677-45b1a3d35c21,Microbiology,0.1591796875,0.263671875,0.2177734375,0.359375,False,B,7.548635482788086,medmcqa_3,"['TEXT', 'PBMD', 'TEXT', 'TEXT', 'STAT']","[468043370482417677, 468043370483617296, 468043370482470904, 468043370482417580, 468043370483012953]","[0.7473514676094055, 0.7499945759773254, 0.7379609942436218, 0.7352080345153809, 0.7438139915466309]",4,"[468043370482558935, 468043370482417544, 468043370482417677, 468043370482417538, 468043370482416972, 468043370483012953, 468043370482417537, 468043370482417676, 468043370482417538, 468043370483684266, 468043370483346125, 468043370484047274, 468043370482417581, 468043370482470904, 468043370482926055, 468043370483609006, 468043370482470905, 468043370482470964, 468043370483911889, 468043370482470911]"
c56d4b66-8192-4b25-9d20-7312a5f5d4cb,Microbiology,0.0303955078125,0.34765625,0.57421875,0.050048828125,True,C,3.783885955810547,medmcqa_3,"['PBMD', 'STAT', 'PBMD', 'STAT', 'PBMD']","[468043370483926095, 468043370482836632, 468043370483278853, 468043370482991287, 468043370483617648]","[0.8172186613082886, 0.7704645395278931, 0.8208693861961365, 0.7667684555053711, 0.8301213979721069]",2,"[468043370483283217, 468043370483159940, 468043370483278853, 468043370482542894, 468043370483182639, 468043370483283217, 468043370483278853, 468043370483159940, 468043370482542894, 468043370482424294]"
a5fcd994-859d-49cc-b3c2-5fa501e726e6,Microbiology,0.73046875,0.126953125,0.126953125,0.01519775390625,False,B,0.2781858444213867,medmcqa_3,"['TEXT', 'STAT', 'STAT', 'PBMD', 'PBMD']","[468043370482470108, 468043370482781438, 468043370482876902, 468043370483803403, 468043370483706355]","[0.7281643152236938, 0.6783568263053894, 0.6891076564788818, 0.7170499563217163, 0.7247475981712341]",1,"[-1, -1, -1, -1, -1]"
a1bea2c7-217e-4240-a208-541618437eec,Microbiology,0.035888671875,0.0247802734375,0.92578125,0.01165771484375,False,D,0.27269935607910156,medmcqa_3,"['STAT', 'STAT', 'STAT', 'STAT', 'PBMD']","[468043370483025916, 468043370483074490, 468043370483061739, 468043370482805647, 468043370483730685]","[0.8266799449920654, 0.8125226497650146, 0.783136248588562, 0.7922734618186951, 0.8052406311035156]",1,"[-1, -1, -1, -1, -1]"
9b9120e8-6675-4e3d-8dc1-4c7b261957f1,Microbiology,0.07080078125,0.1806640625,0.71484375,0.035400390625,True,C,0.20458364486694336,medmcqa_3,"['STAT', 'STAT', 'TEXT', 'STAT', 'STAT']","[468043370483025435, 468043370482551686, 468043370482399116, 468043370482993920, 468043370482847314]","[0.7004274129867554, 0.6942639350891113, 0.6820807456970215, 0.7191329598426819, 0.7116886973381042]",1,"[-1, -1, -1, -1, -1]"
78396a0e-60b7-4aa4-9586-8d38825f08ab,Microbiology,0.98828125,0.00970458984375,0.0004825592041015625,0.0001220703125,True,A,0.24327921867370605,medmcqa_3,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468043370483885140, 468043370483091994, 468043370483704932, 468043370483118852, 468043370483183145]","[0.7188991904258728, 0.724674642086029, 0.7272159457206726, 0.733575701713562, 0.7231442928314209]",1,"[-1, -1, -1, -1, -1]"
15417774-021b-4c2c-8d47-6d80322fe687,Microbiology,0.025634765625,0.9609375,0.005035400390625,0.00689697265625,True,B,0.24843716621398926,medmcqa_3,"['STAT', 'TEXT', 'PBMD', 'TEXT', 'STAT']","[468043370482782543, 468043370482404812, 468043370483273229, 468043370482460827, 468043370482885946]","[0.7334271669387817, 0.7292742729187012, 0.7390169501304626, 0.7341998815536499, 0.7326608300209045]",1,"[-1, -1, -1, -1, -1]"
2388aeb7-4920-452f-9acb-28be49c72966,Microbiology,0.1689453125,0.04833984375,0.0703125,0.7109375,True,D,11.106993675231934,medmcqa_3,"['TEXT', 'STAT', 'TEXT', 'STAT', 'STAT']","[468043370482417597, 468043370483012945, 468043370482410847, 468043370482966662, 468043370483012952]","[0.7566661238670349, 0.7288457751274109, 0.7723042964935303, 0.7798431515693665, 0.7341838479042053]",4,"[468043370482995193, 468043370482410847, 468043370482417580, 468043370483012945, 468043370482417597, 468043370483142287, 468043370484032944, 468043370482417793, 468043370483590407, 468043370484076190, 468043370483899903, 468043370483812606, 468043370483838000, 468043370483351842, 468043370483046909, 468043370482417580, 468043370484032944, 468043370482995193, 468043370483609028, 468043370483601772]"
e8de9b5f-8d91-4770-b700-0a4ac5dd29e2,Microbiology,0.875,0.0673828125,0.0361328125,0.0233154296875,True,A,0.2395486831665039,medmcqa_3,"['TEXT', 'STAT', 'TEXT', 'STAT', 'STAT']","[468043370482410359, 468043370483060156, 468043370482432117, 468043370482523877, 468043370483078685]","[0.8024380207061768, 0.7801726460456848, 0.7668919563293457, 0.7556780576705933, 0.7553236484527588]",1,"[-1, -1, -1, -1, -1]"
