id,subject,probA,probB,probC,probD,result,answer,time,split,sources,ids,similarity,confident,add_ids
2,anatomy,0.1630859375,0.73046875,0.0301513671875,0.0771484375,True,B,0.3497323989868164,mmlu_3,"['STAT', 'PBMD', 'STAT', 'TEXT', 'PBMD']","[468043370483003318, 468043370483540603, 468043370483003324, 468043370482403424, 468043370483218140]","[0.7311464548110962, 0.745227575302124, 0.7238565683364868, 0.7092971205711365, 0.7433158159255981]",1,"[-1, -1, -1, -1, -1]"
7,anatomy,0.2265625,0.54296875,0.12158203125,0.107421875,True,B,7.467643737792969,mmlu_3,"['PBMD', 'STAT', 'STAT', 'STAT', 'STAT']","[468043370484067401, 468043370482949968, 468043370483064279, 468043370482527147, 468043370482885768]","[0.740174412727356, 0.7448526620864868, 0.7560739517211914, 0.7419896125793457, 0.7748666405677795]",4,"[468043370483360344, 468043370484048752, 468043370483937539, 468043370483064279, 468043370483866478, 468043370483064279, 468043370483064278, 468043370484048752, 468043370482524736, 468043370482517267, 468043370483064279, 468043370482524736, 468043370484048752, 468043370483360344, 468043370483064278, 468043370483561530, 468043370483866478, 468043370482524736, 468043370482910160, 468043370483064278]"
12,anatomy,0.32421875,0.443359375,0.10546875,0.126953125,True,B,9.069305419921875,mmlu_3,"['STAT', 'STAT', 'STAT', 'STAT', 'PBMD']","[468043370482819808, 468043370482498732, 468043370483063889, 468043370482989167, 468043370484048551]","[0.7601257562637329, 0.7869561910629272, 0.7501490116119385, 0.7656468152999878, 0.7859488725662231]",4,"[468043370483064245, 468043370483609698, 468043370482498734, 468043370482372010, 468043370483496478, 468043370483064245, 468043370483340673, 468043370482372010, 468043370483063884, 468043370483821261, 468043370482372010, 468043370482521009, 468043370482943526, 468043370482498734, 468043370482865022, 468043370482372010, 468043370482498734, 468043370482521009, 468043370484005466, 468043370482899602]"
17,anatomy,0.13671875,0.0184326171875,0.010498046875,0.8359375,True,D,0.20683932304382324,mmlu_3,"['TEXT', 'STAT', 'TEXT', 'STAT', 'STAT']","[468043370482474914, 468043370482849069, 468043370482393412, 468043370482499021, 468043370482954798]","[0.735610842704773, 0.7954720258712769, 0.7689480781555176, 0.760019063949585, 0.7677760124206543]",1,"[-1, -1, -1, -1, -1]"
22,anatomy,0.053955078125,0.107421875,0.1376953125,0.69921875,True,D,0.24978351593017578,mmlu_3,"['STAT', 'TEXT', 'TEXT', 'STAT', 'STAT']","[468043370482819755, 468043370482371864, 468043370482371862, 468043370482888179, 468043370483013594]","[0.811981737613678, 0.7803990244865417, 0.7958419322967529, 0.7972887754440308, 0.7780117988586426]",1,"[-1, -1, -1, -1, -1]"
27,anatomy,0.984375,0.005157470703125,0.0054931640625,0.0040283203125,True,A,0.2492389678955078,mmlu_3,"['STAT', 'TEXT', 'TEXT', 'STAT', 'TEXT']","[468043370483058977, 468043370482394661, 468043370482394715, 468043370482802116, 468043370482394585]","[0.7952961921691895, 0.7630340456962585, 0.7641347646713257, 0.7860477566719055, 0.7789950370788574]",1,"[-1, -1, -1, -1, -1]"
32,anatomy,0.01806640625,0.0380859375,0.07568359375,0.8671875,False,B,0.2496967315673828,mmlu_3,"['STAT', 'STAT', 'TEXT', 'STAT', 'PBMD']","[468043370482519435, 468043370482539206, 468043370482393419, 468043370483003741, 468043370483348627]","[0.754607081413269, 0.7471015453338623, 0.7382290363311768, 0.7398386001586914, 0.7716719508171082]",1,"[-1, -1, -1, -1, -1]"
37,anatomy,0.2451171875,0.203125,0.51953125,0.03125,True,C,7.1910786628723145,mmlu_3,"['TEXT', 'STAT', 'STAT', 'TEXT', 'STAT']","[468043370482369508, 468043370482818936, 468043370482818940, 468043370482369517, 468043370482818941]","[0.7756669521331787, 0.8010438680648804, 0.7622814178466797, 0.7716141939163208, 0.7487989664077759]",3,"[468043370482369508, 468043370482818936, 468043370482885855, 468043370482828969, 468043370482501989, 468043370482369508, 468043370482501989, 468043370482885855, 468043370482818936, 468043370482369507, 468043370482369508, 468043370482818936, 468043370482828969, 468043370482369507, 468043370482501989]"
42,anatomy,0.0157470703125,0.003997802734375,0.0029144287109375,0.9765625,False,B,0.17277312278747559,mmlu_3,"['STAT', 'TEXT', 'STAT', 'STAT', 'STAT']","[468043370482881463, 468043370482435859, 468043370482914973, 468043370483072247, 468043370482852072]","[0.7517003417015076, 0.7282523512840271, 0.7346742153167725, 0.7722429633140564, 0.745737612247467]",1,"[-1, -1, -1, -1, -1]"
47,anatomy,0.010986328125,0.00139617919921875,0.98828125,7.390975952148438e-05,True,C,0.2745654582977295,mmlu_3,"['PBMD', 'PBMD', 'STAT', 'PBMD', 'STAT']","[468043370483440066, 468043370483266210, 468043370482966858, 468043370483113116, 468043370482825709]","[0.7672609090805054, 0.7634217143058777, 0.7485746741294861, 0.7610166668891907, 0.7215870022773743]",1,"[-1, -1, -1, -1, -1]"
