id,subject,probA,probB,probC,probD,result,answer,time,split,sources,ids,similarity
a1fa0704-7aab-4226-990d-5790d34c5d27,Microbiology,0.2890625,0.255859375,0.255859375,0.19921875,False,D,0.04583001136779785,medmcqa_4,"['TEXT', 'TEXT', 'TEXT', 'STAT', 'TEXT']","[467523489549703630, 467523489549701068, 467523489549704676, 467572377850660851, 467523489549703564]","[0.7482526898384094, 0.7445552349090576, 0.7443411946296692, 0.7399410605430603, 0.7399170398712158]"
080ecd84-88cb-49eb-a9f5-03569b7fa1f0,Microbiology,0.33203125,0.58203125,0.042236328125,0.044921875,True,B,0.03517580032348633,medmcqa_4,"['STAT', 'STAT', 'TEXT', 'TEXT', 'TEXT']","[467572377850285330, 467572377850757291, 467523489549929241, 467523489549927084, 467523489549932854]","[0.7848860621452332, 0.7791439294815063, 0.7722681760787964, 0.7702279090881348, 0.7694057822227478]"
97ad9005-24a1-4eb2-b57a-64e7060897c0,Microbiology,0.0419921875,0.00323486328125,0.953125,0.00135040283203125,True,C,0.0447847843170166,medmcqa_4,"['STAT', 'TEXT', 'TEXT', 'TEXT', 'TEXT']","[467572377850669879, 467523489549937398, 467523489549701165, 467523489549926726, 467523489549701332]","[0.7730218768119812, 0.7460282444953918, 0.7413383722305298, 0.7405505180358887, 0.7296708822250366]"
415631ce-90ea-4872-a5cf-3fe2c83e3b4d,Microbiology,0.03955078125,0.002227783203125,0.0019683837890625,0.95703125,True,D,0.04611635208129883,medmcqa_4,"['STAT', 'STAT', 'STAT', 'TEXT', 'STAT']","[467572377850295832, 467572377850677012, 467572377850295830, 467523489549978866, 467572377850319805]","[0.8183169960975647, 0.8149070143699646, 0.813862681388855, 0.793598473072052, 0.7898486256599426]"
f7469b1f-dda2-476a-9b27-312a080e0c8a,Microbiology,0.03759765625,0.032958984375,0.0213623046875,0.90625,True,D,0.04474067687988281,medmcqa_4,"['TEXT', 'TEXT', 'TEXT', 'TEXT', 'TEXT']","[467523489549710967, 467523489549675455, 467523489549927854, 467523489549927818, 467523489549986418]","[0.7806444764137268, 0.7666317820549011, 0.7664886116981506, 0.7605257630348206, 0.7542217969894409]"
e99cd253-50f5-421d-a17b-eeb17ed1999c,Microbiology,0.158203125,0.259765625,0.203125,0.37890625,False,B,0.03287482261657715,medmcqa_4,"['TEXT', 'TEXT', 'STAT', 'STAT', 'STAT']","[467523489549986365, 467523489549927248, 467572377850344815, 467572377850380046, 467572377850678312]","[0.7850207090377808, 0.7802264094352722, 0.7677351236343384, 0.7671263813972473, 0.7666655778884888]"
e974e66a-b20d-4557-84df-bbb0af02f12a,Microbiology,0.08837890625,0.73828125,0.0830078125,0.08837890625,True,B,0.03624391555786133,medmcqa_4,"['TEXT', 'TEXT', 'TEXT', 'TEXT', 'TEXT']","[467523489549930006, 467523489549930007, 467523489549930000, 467523489549929999, 467523489549933070]","[0.7223744988441467, 0.7157765626907349, 0.7091751098632812, 0.7046405076980591, 0.7010500431060791]"
176fbf9b-b17d-4a54-9e1e-e3a312424349,Microbiology,0.08349609375,0.08349609375,0.79296875,0.0419921875,True,C,0.04542422294616699,medmcqa_4,"['TEXT', 'STAT', 'STAT', 'TEXT', 'STAT']","[467523489549960023, 467572377850738917, 467572377850273516, 467523489549980525, 467572377850406570]","[0.7632979154586792, 0.7541829943656921, 0.7483116388320923, 0.7448522448539734, 0.7400257587432861]"
77a7b433-d391-4cef-b44e-5a9fd45d4756,Microbiology,0.040771484375,0.0247802734375,0.9296875,0.0037994384765625,False,B,0.04501485824584961,medmcqa_4,"['TEXT', 'TEXT', 'STAT', 'STAT', 'STAT']","[467523489549933335, 467523489549933340, 467572377850378227, 467572377850378206, 467572377850701045]","[0.815451979637146, 0.781273365020752, 0.779451310634613, 0.7774883508682251, 0.7751011848449707]"
f8d6c4a7-2037-44be-bbf6-8a1ea4b0de54,Microbiology,0.031982421875,0.07666015625,0.875,0.01507568359375,True,C,0.031618595123291016,medmcqa_4,"['TEXT', 'STAT', 'STAT', 'TEXT', 'STAT']","[467523489549955051, 467572377850628893, 467572377850233665, 467523489549978640, 467572377850373105]","[0.7282243371009827, 0.7269083261489868, 0.7158610224723816, 0.7131744027137756, 0.7119749188423157]"
