id,subject,probA,probB,probC,probD,result,answer,time,split,sources,ids,similarity
3,anatomy,0.0023193359375,0.99609375,0.00180816650390625,0.000354766845703125,True,B,0.058060646057128906,mmlu_4,"['STAT', 'STAT', 'STAT', 'STAT', 'TEXT']","[468043370482528287, 468043370482507367, 468043370482811046, 468043370483026238, 468043370482395512]","[0.7672399878501892, 0.7590359449386597, 0.7513589262962341, 0.7489420771598816, 0.7476587295532227]"
8,anatomy,0.004058837890625,0.0015869140625,0.9921875,0.000514984130859375,True,C,0.06811189651489258,mmlu_4,"['STAT', 'TEXT', 'TEXT', 'TEXT', 'STAT']","[468043370482926664, 468043370482474574, 468043370482446687, 468043370482474575, 468043370483018066]","[0.8413121700286865, 0.8366358280181885, 0.829024076461792, 0.8252213001251221, 0.8249460458755493]"
13,anatomy,0.62109375,0.2578125,0.083984375,0.037353515625,False,C,0.06809496879577637,mmlu_4,"['TEXT', 'STAT', 'STAT', 'TEXT', 'STAT']","[468043370482473304, 468043370482877631, 468043370482877632, 468043370482444487, 468043370482792001]","[0.8394933938980103, 0.8378838896751404, 0.8343240022659302, 0.8289410471916199, 0.828252911567688]"
18,anatomy,0.1201171875,0.37109375,0.25390625,0.25390625,False,D,0.075347900390625,mmlu_4,"['STAT', 'TEXT', 'STAT', 'STAT', 'STAT']","[468043370482870210, 468043370482405315, 468043370482925019, 468043370483039985, 468043370482528215]","[0.7752543687820435, 0.7751201391220093, 0.7640551924705505, 0.7633470892906189, 0.7566739320755005]"
23,anatomy,0.01318359375,0.003326416015625,0.98046875,0.0013885498046875,True,C,0.08033370971679688,mmlu_4,"['STAT', 'STAT', 'TEXT', 'TEXT', 'STAT']","[468043370482854282, 468043370482837975, 468043370482424020, 468043370482489848, 468043370482836547]","[0.7519347071647644, 0.7486129403114319, 0.7462074756622314, 0.7461756467819214, 0.7428674101829529]"
28,anatomy,0.93359375,0.041015625,0.02490234375,0.00140380859375,True,A,0.07179522514343262,mmlu_4,"['STAT', 'STAT', 'STAT', 'STAT', 'STAT']","[468043370482792001, 468043370483049170, 468043370482937211, 468043370483049185, 468043370483030566]","[0.8543586134910583, 0.8389535546302795, 0.8317655920982361, 0.8219190239906311, 0.8145318031311035]"
33,anatomy,0.003570556640625,0.0024566650390625,0.0024566650390625,0.9921875,True,D,0.07037043571472168,mmlu_4,"['STAT', 'TEXT', 'TEXT', 'TEXT', 'TEXT']","[468043370482528135, 468043370482380386, 468043370482392585, 468043370482459762, 468043370482392563]","[0.8179616928100586, 0.8132025003433228, 0.80934739112854, 0.8073643445968628, 0.8045294284820557]"
38,anatomy,0.5078125,0.2392578125,0.2109375,0.044189453125,False,C,0.0679314136505127,mmlu_4,"['STAT', 'STAT', 'STAT', 'TEXT', 'TEXT']","[468043370482848224, 468043370483031738, 468043370482855287, 468043370482394063, 468043370482394072]","[0.7457695603370667, 0.737212598323822, 0.7371438145637512, 0.7303369045257568, 0.7245254516601562]"
43,anatomy,0.9140625,0.027587890625,0.0242919921875,0.035400390625,True,A,0.0584561824798584,mmlu_4,"['STAT', 'STAT', 'STAT', 'STAT', 'STAT']","[468043370482914831, 468043370483013001, 468043370482779836, 468043370482937200, 468043370482505676]","[0.8955676555633545, 0.8635115623474121, 0.859119713306427, 0.8555715084075928, 0.8525643944740295]"
48,anatomy,0.130859375,0.75,0.00946044921875,0.1083984375,True,B,0.06325292587280273,mmlu_4,"['STAT', 'STAT', 'STAT', 'TEXT', 'STAT']","[468043370482905617, 468043370482782285, 468043370482831022, 468043370482486966, 468043370483017212]","[0.7363969683647156, 0.7351078391075134, 0.7292101383209229, 0.7292014360427856, 0.7284755706787109]"
