id,subject,probA,probB,probC,probD,result,answer,time,split,sources,ids,similarity,confident,add_ids
2,anatomy,0.1943359375,0.59765625,0.0556640625,0.1513671875,True,B,10.026787281036377,mmlu_3,"['PBMD', 'PBMD', 'STAT', 'PBMD', 'PBMD']","[468043370484042863, 468043370483898261, 468043370482548037, 468043370483859636, 468043370483780650]","[0.7548882365226746, 0.7526618838310242, 0.7481396794319153, 0.7458420395851135, 0.7456740736961365]",4,"[468043370482885333, 468043370482548037, 468043370483768742, 468043370483826685, 468043370484042863, 468043370483210255, 468043370484056971, 468043370483867622, 468043370483149377, 468043370484090321, 468043370483878115, 468043370483541550, 468043370482906631, 468043370483535456, 468043370482500886, 468043370483540300, 468043370484109486, 468043370483209661, 468043370483480904, 468043370483841877]"
12,anatomy,0.298828125,0.337890625,0.1923828125,0.169921875,True,B,8.817840099334717,mmlu_3,"['PBMD', 'PBMD', 'PBMD', 'STAT', 'STAT']","[468043370483594543, 468043370484019642, 468043370483744508, 468043370482865022, 468043370482498732]","[0.8003053069114685, 0.7941575050354004, 0.7933209538459778, 0.7881078720092773, 0.7869561910629272]",4,"[468043370482989167, 468043370482819808, 468043370483063889, 468043370484019642, 468043370482437682, 468043370484019642, 468043370482989167, 468043370482819808, 468043370483064245, 468043370482437726, 468043370482521009, 468043370482372010, 468043370482498734, 468043370482865022, 468043370483064245, 468043370482819808, 468043370482989167, 468043370483064245, 468043370482865022, 468043370482498734]"
17,anatomy,0.03271484375,0.0068359375,0.006439208984375,0.953125,True,D,7.998221397399902,mmlu_3,"['STAT', 'STAT', 'STAT', 'TEXT', 'STAT']","[468043370482849069, 468043370482957379, 468043370483060342, 468043370482393412, 468043370482954798]","[0.7954720258712769, 0.7890883088111877, 0.7771663665771484, 0.7689480781555176, 0.7677760124206543]",4,"[468043370482563625, 468043370483010012, 468043370482985554, 468043370483010011, 468043370482828992, 468043370483077978, 468043370482799410, 468043370482849069, 468043370482527161, 468043370482916084, 468043370482799412, 468043370482462041, 468043370482446686, 468043370482835752, 468043370482393412, 468043370482957379, 468043370482535984, 468043370483035827, 468043370482535987, 468043370482535986]"
22,anatomy,0.055908203125,0.052490234375,0.11865234375,0.7734375,True,D,8.701421022415161,mmlu_3,"['STAT', 'TEXT', 'STAT', 'STAT', 'STAT']","[468043370482819755, 468043370482371625, 468043370482888180, 468043370482888179, 468043370482772341]","[0.811981737613678, 0.8054841160774231, 0.8000782132148743, 0.7972887754440308, 0.7970355153083801]",4,"[468043370483055330, 468043370482819755, 468043370482371625, 468043370482395014, 468043370482371862, 468043370482371864, 468043370482819755, 468043370483055330, 468043370482395014, 468043370482888179, 468043370483055330, 468043370482786406, 468043370482777033, 468043370482819755, 468043370482772341, 468043370482888179, 468043370482819755, 468043370482772341, 468043370483055330, 468043370482371864]"
27,anatomy,0.98046875,0.007476806640625,0.00701904296875,0.005828857421875,True,A,8.817370653152466,mmlu_3,"['TEXT', 'STAT', 'STAT', 'TEXT', 'TEXT']","[468043370482474912, 468043370483058977, 468043370482802116, 468043370482394662, 468043370482394585]","[0.8000380992889404, 0.7952961921691895, 0.7860477566719055, 0.7844802141189575, 0.7789950370788574]",4,"[468043370483058977, 468043370482955106, 468043370482474887, 468043370482394662, 468043370483603624, 468043370483411518, 468043370482943178, 468043370483058977, 468043370482802116, 468043370482847344, 468043370482394661, 468043370482394584, 468043370483237704, 468043370483058977, 468043370483612372, 468043370483058977, 468043370483603624, 468043370483608200, 468043370483411518, 468043370483485648]"
32,anatomy,0.038330078125,0.0634765625,0.1259765625,0.7734375,False,B,9.483598709106445,mmlu_3,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468043370483348627, 468043370483320593, 468043370483865642, 468043370483159277, 468043370483516467]","[0.7716719508171082, 0.759544312953949, 0.7586913704872131, 0.7559707164764404, 0.7548046708106995]",4,"[468043370482884558, 468043370482944330, 468043370483257945, 468043370483501987, 468043370482949861, 468043370482519435, 468043370483865642, 468043370483320593, 468043370483348627, 468043370482393419, 468043370483452214, 468043370483257945, 468043370483320593, 468043370482884558, 468043370483348627, 468043370482979283, 468043370482944330, 468043370482551548, 468043370483257945, 468043370482884558]"
37,anatomy,0.2333984375,0.181640625,0.52734375,0.05908203125,True,C,11.02204704284668,mmlu_3,"['STAT', 'TEXT', 'TEXT', 'TEXT', 'STAT']","[468043370482818936, 468043370482369508, 468043370482369517, 468043370482369510, 468043370482501989]","[0.8010438680648804, 0.7756669521331787, 0.7716141939163208, 0.7674211263656616, 0.7668401598930359]",4,"[468043370482507647, 468043370482369508, 468043370482501989, 468043370482818936, 468043370482369517, 468043370482501989, 468043370482369508, 468043370482818936, 468043370482507647, 468043370482828969, 468043370482369508, 468043370482501989, 468043370482818936, 468043370482507647, 468043370482369672, 468043370482507647, 468043370482501989, 468043370482369672, 468043370482435007, 468043370482369673]"
42,anatomy,0.010986328125,0.0003108978271484375,0.000659942626953125,0.98828125,False,B,6.538480281829834,mmlu_3,"['STAT', 'STAT', 'STAT', 'STAT', 'STAT']","[468043370482937414, 468043370483072247, 468043370482881463, 468043370483045340, 468043370482935117]","[0.7950338125228882, 0.7722429633140564, 0.7517003417015076, 0.7505685687065125, 0.7470226287841797]",4,"[468043370482929226, 468043370483002743, 468043370482782330, 468043370482555755, 468043370482555754, 468043370483824800, 468043370483120365, 468043370483055144, 468043370483781745, 468043370482837735, 468043370483114219, 468043370483006808, 468043370483734191, 468043370483056587, 468043370482526644, 468043370483055144, 468043370482421560, 468043370483072247, 468043370482978385, 468043370482937414]"
47,anatomy,0.01239013671875,0.0014801025390625,0.984375,0.0001468658447265625,True,C,9.83006501197815,mmlu_3,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468043370483446584, 468043370483128106, 468043370483424125, 468043370483440066, 468043370483240029]","[0.7947826385498047, 0.783566951751709, 0.7710170149803162, 0.7672609090805054, 0.7665177583694458]",4,"[468043370483128106, 468043370483633426, 468043370483446584, 468043370483131288, 468043370483267916, 468043370483128106, 468043370483446584, 468043370483240029, 468043370482904466, 468043370483633426, 468043370483446584, 468043370483240029, 468043370483128106, 468043370482904466, 468043370483794569, 468043370483128106, 468043370483131288, 468043370483446584, 468043370483633426, 468043370483446226]"
52,anatomy,0.00433349609375,0.9921875,0.0015869140625,0.00140380859375,True,B,8.626057863235474,mmlu_3,"['TEXT', 'PBMD', 'PBMD', 'PBMD', 'TEXT']","[468043370482395392, 468043370483589498, 468043370484094160, 468043370483533862, 468043370482446380]","[0.7729052901268005, 0.770656406879425, 0.7677839994430542, 0.7554759383201599, 0.7550076842308044]",4,"[468043370482521984, 468043370482901862, 468043370483436415, 468043370483436414, 468043370483827277, 468043370482901862, 468043370482871926, 468043370482521984, 468043370482805101, 468043370483520394, 468043370482507456, 468043370482497482, 468043370482556651, 468043370482370260, 468043370482521982, 468043370482521984, 468043370482805013, 468043370482901862, 468043370482556651, 468043370483827277]"
