id,subject,probA,probB,probC,probD,result,answer,time,split,sources,ids,similarity
f118395f-4528-4983-bea5-0ed03d38208e,Physiology,0.0255126953125,0.0255126953125,0.8984375,0.05078125,True,C,0.08843731880187988,medmcqa_1,['PBMD'],[467572377854315116],[0.7973904013633728]
d8db0f15-b2c5-4f1f-b1c0-b18b2b9e450a,Physiology,0.0595703125,0.9296875,0.0048828125,0.004058837890625,True,B,0.029623746871948242,medmcqa_1,['PBMD'],[467572377854594395],[0.7577385306358337]
8d25c009-57d6-4aed-9ca8-1eb9f9c57ad8,Physiology,0.0027923583984375,0.99609375,0.00066375732421875,0.000705718994140625,False,A,0.027524232864379883,medmcqa_1,['PBMD'],[467572377853853359],[0.8099413514137268]
69f564f9-694d-43ab-8d91-90ef47b015e5,Physiology,0.0021820068359375,0.0016937255859375,0.99609375,0.00010204315185546875,True,C,0.024660348892211914,medmcqa_1,['PBMD'],[467572377853720738],[0.8038812279701233]
f1d08577-38a4-444d-99b0-29ad1d6870b5,Physiology,0.009765625,0.01422119140625,0.03857421875,0.9375,True,D,0.02697587013244629,medmcqa_1,['TEXT'],[467523489549989801],[0.7936526536941528]
cdc9eb94-3316-4421-98c0-c1be3c715127,Physiology,0.00830078125,0.2421875,0.74609375,0.0030517578125,True,C,0.027588844299316406,medmcqa_1,['PBMD'],[467572377855069031],[0.8680140972137451]
35048284-32dd-49a1-bb4b-8bbe09ae450f,Physiology,0.365234375,0.0634765625,0.53125,0.03857421875,False,A,0.023448944091796875,medmcqa_1,['PBMD'],[467572377852672829],[0.7898759841918945]
8187c0c7-2920-480b-ac9e-a8c60b084fc1,Physiology,0.00102996826171875,0.99609375,0.00075531005859375,0.00124359130859375,True,B,0.025390148162841797,medmcqa_1,['TEXT'],[467523489549684430],[0.7856863737106323]
e3da4d08-c7e6-4873-9bac-62cf7bc78e6a,Physiology,0.095703125,0.1396484375,0.70703125,0.05810546875,True,C,0.02375030517578125,medmcqa_1,['PBMD'],[467572377855335267],[0.7857155203819275]
a3b727ae-d59e-4cf6-a8c8-7b883fe2b4dc,Physiology,0.0089111328125,0.00653076171875,0.01385498046875,0.96875,True,D,0.02730083465576172,medmcqa_1,['PBMD'],[467572377852106967],[0.8204653263092041]
4f896369-a8ab-4770-8bd8-62a456719d4b,Physiology,0.04296875,0.0625,0.859375,0.033447265625,True,C,0.032891273498535156,medmcqa_1,['PBMD'],[467572377852728887],[0.7842439413070679]
c857f164-768c-4cd8-8a80-b3df0acd7a1a,Physiology,0.0164794921875,0.037109375,0.84375,0.10107421875,True,C,0.021564006805419922,medmcqa_1,['STAT'],[467572377850648692],[0.7398748397827148]
007957c6-bab1-4550-9e08-f25f07a12fa3,Physiology,0.9453125,0.0322265625,0.01190185546875,0.010498046875,True,A,0.02297496795654297,medmcqa_1,['TEXT'],[467523489549677318],[0.7845697402954102]
64fc3371-2e53-440c-9d5c-460717f8422f,Physiology,0.0004863739013671875,0.00159454345703125,0.99609375,0.00262451171875,True,C,0.02582240104675293,medmcqa_1,['PBMD'],[467572377854658569],[0.7541764974594116]
ef7cf618-4ec6-4a0d-b8dd-13e5f5349922,Physiology,0.5078125,0.2119140625,0.041748046875,0.2392578125,True,A,0.02517533302307129,medmcqa_1,['PBMD'],[467572377854444318],[0.8115381002426147]
bc88879b-5238-4c60-b419-54d0c73f4366,Physiology,0.0322265625,0.50390625,0.0162353515625,0.4453125,True,B,0.02562546730041504,medmcqa_1,['TEXT'],[467523489549678593],[0.8634644746780396]
fca2c479-58e2-48f9-bfb6-3359e8e5bf4c,Physiology,0.25390625,0.007659912109375,0.369140625,0.369140625,False,A,0.025337934494018555,medmcqa_1,['PBMD'],[467572377853222054],[0.7904632687568665]
a45448fd-ada4-414c-9d40-d0fe03342ca0,Physiology,0.1982421875,0.69140625,0.02685546875,0.08251953125,False,A,0.03374338150024414,medmcqa_1,['PBMD'],[467572377854639680],[0.7658300399780273]
62bfdfd6-e964-4f87-b185-fd7a9cc1334c,Physiology,0.375,0.08349609375,0.48046875,0.06103515625,False,A,0.03222942352294922,medmcqa_1,['PBMD'],[467572377852490587],[0.7394096255302429]
c944359d-bcb3-4e51-91ee-be3f49014489,Physiology,0.1396484375,0.294921875,0.333984375,0.23046875,True,C,0.025292396545410156,medmcqa_1,['PBMD'],[467572377854661534],[0.7671758532524109]
b721aaba-bb65-45e3-a6c5-e64c9a940bcd,Dental,0.466796875,0.466796875,0.0205078125,0.046142578125,True,A,0.03208565711975098,medmcqa_1,['PBMD'],[467572377855886829],[0.8196497559547424]
b670ea0e-dc47-4aa2-9223-88c7e5d07578,Dental,0.38671875,0.5625,0.03173828125,0.019287109375,False,A,0.021528959274291992,medmcqa_1,['PBMD'],[467572377854739288],[0.8207928538322449]
f5b73fe0-0e40-4f9d-9e90-55b3ef376cda,Dental,0.00148773193359375,0.98828125,0.0024566650390625,0.00665283203125,True,B,0.021672964096069336,medmcqa_1,['PBMD'],[467572377853852279],[0.8427196741104126]
22241403-a172-4830-9fae-5ae93c60ded3,Dental,0.2197265625,0.248046875,0.361328125,0.1708984375,False,B,0.026116371154785156,medmcqa_1,['PBMD'],[467572377852805421],[0.6873359084129333]
4692925c-127b-429f-a541-9d4bcca72fdd,Dental,0.027587890625,0.0228271484375,0.7578125,0.19140625,True,C,0.024200439453125,medmcqa_1,['PBMD'],[467572377855901032],[0.7659865617752075]
464e0ed6-7dfc-4daa-8596-d6afb7a7deda,Dental,0.380859375,0.26171875,0.1796875,0.1796875,False,C,0.02193760871887207,medmcqa_1,['PBMD'],[467572377850920695],[0.8119000792503357]
226c07d5-7b35-424f-80d4-faf5ba780b0f,Dental,0.1630859375,0.126953125,0.44140625,0.267578125,False,A,0.027004480361938477,medmcqa_1,['PBMD'],[467572377856350691],[0.7900228500366211]
0a4074c4-d530-4e2c-a2d5-75a4e05ea1eb,Dental,0.353515625,0.400390625,0.1298828125,0.11474609375,False,A,0.027927637100219727,medmcqa_1,['PBMD'],[467572377856286035],[0.8129446506500244]
21cac9b8-25c0-43e4-b339-489d23ba9cc7,Dental,0.036376953125,0.2373046875,0.08203125,0.64453125,True,D,0.027456998825073242,medmcqa_1,['PBMD'],[467572377852796132],[0.807711124420166]
9a2d90a6-8c0e-4890-b578-5ba415cbb724,Dental,0.99609375,0.0021820068359375,0.0029754638671875,0.0004024505615234375,True,A,0.025968074798583984,medmcqa_1,['PBMD'],[467572377856726356],[0.757636308670044]
bdc9afd4-4764-4dac-9bdd-270c0442f940,Dental,0.018798828125,0.259765625,0.70703125,0.0146484375,True,C,0.027156591415405273,medmcqa_1,['PBMD'],[467572377855814402],[0.7425501942634583]
9fb5159d-7f92-4bd2-97c5-a511239aba66,Dental,0.02783203125,0.07080078125,0.03564453125,0.8671875,True,D,0.027410030364990234,medmcqa_1,['PBMD'],[467572377852252989],[0.8099826574325562]
ab783e09-db8e-41ba-91a8-9a1177e330a4,Dental,0.484375,0.1572265625,0.0272216796875,0.33203125,False,D,0.02572941780090332,medmcqa_1,['PBMD'],[467572377854819737],[0.7968478798866272]
5c8742ef-a523-4055-bf6f-eb6f637bf434,Dental,0.298828125,0.205078125,0.232421875,0.263671875,False,C,0.02555084228515625,medmcqa_1,['PBMD'],[467572377855315233],[0.8186270594596863]
