id,subject,probA,probB,probC,probD,result,answer,time,split
4,anatomy,0.0008544921875,0.00019073486328125,1.0,0.00021648406982421875,True,C,0.010768890380859375,mmlu_5
9,anatomy,0.0035858154296875,0.0010223388671875,0.00262451171875,0.9921875,True,D,0.011351823806762695,mmlu_5
14,anatomy,0.005828857421875,0.00095367431640625,0.98046875,0.0123291015625,True,C,0.01159358024597168,mmlu_5
19,anatomy,0.09228515625,0.2216796875,0.365234375,0.322265625,True,C,0.011574983596801758,mmlu_5
24,anatomy,0.88671875,0.07275390625,0.0152587890625,0.0267333984375,True,A,0.011443376541137695,mmlu_5
29,anatomy,0.09130859375,0.5234375,0.28125,0.103515625,False,C,0.011669158935546875,mmlu_5
34,anatomy,0.05224609375,0.92578125,0.01409912109375,0.00665283203125,False,A,0.011547088623046875,mmlu_5
39,anatomy,0.056396484375,0.53515625,0.32421875,0.08203125,False,C,0.011716365814208984,mmlu_5
44,anatomy,0.53515625,0.326171875,0.09326171875,0.044189453125,True,A,0.011522531509399414,mmlu_5
49,anatomy,0.20703125,0.040771484375,0.028076171875,0.72265625,True,D,0.011034727096557617,mmlu_5
54,anatomy,0.0634765625,0.11865234375,0.134765625,0.68359375,True,D,0.011490821838378906,mmlu_5
59,anatomy,0.076171875,0.2353515625,0.30078125,0.38671875,False,B,0.011690855026245117,mmlu_5
64,anatomy,0.01080322265625,0.91015625,0.03759765625,0.0400390625,True,B,0.011786222457885742,mmlu_5
69,anatomy,0.6015625,0.171875,0.09228515625,0.1337890625,False,B,0.011836051940917969,mmlu_5
74,anatomy,0.185546875,0.11279296875,0.05322265625,0.6484375,False,B,0.010747909545898438,mmlu_5
79,anatomy,0.103515625,0.0380859375,0.765625,0.09130859375,True,C,0.010471105575561523,mmlu_5
84,anatomy,0.98046875,0.003753662109375,0.014892578125,0.0025787353515625,True,A,0.010676383972167969,mmlu_5
89,anatomy,0.466796875,0.1943359375,0.3203125,0.01806640625,False,C,0.0109100341796875,mmlu_5
4,clinical-knowledge,0.01226806640625,0.01300048828125,0.0025634765625,0.97265625,True,D,0.010764598846435547,mmlu_5
9,clinical-knowledge,0.09130859375,0.318359375,0.52734375,0.06298828125,True,C,0.01077580451965332,mmlu_5
14,clinical-knowledge,0.00140380859375,0.0035858154296875,0.99609375,0.0004024505615234375,True,C,0.011161565780639648,mmlu_5
19,clinical-knowledge,0.8125,0.10986328125,0.04052734375,0.0380859375,True,A,0.010906219482421875,mmlu_5
24,clinical-knowledge,0.10205078125,0.27734375,0.51953125,0.10205078125,True,C,0.010134458541870117,mmlu_5
29,clinical-knowledge,0.09912109375,0.14453125,0.022216796875,0.734375,True,D,0.010721921920776367,mmlu_5
34,clinical-knowledge,0.00080108642578125,0.99609375,0.0008544921875,0.00066375732421875,True,B,0.010650873184204102,mmlu_5
39,clinical-knowledge,0.49609375,0.30078125,0.1259765625,0.076171875,False,D,0.011026620864868164,mmlu_5
44,clinical-knowledge,0.0201416015625,0.00836181640625,0.00372314453125,0.96875,True,D,0.010370492935180664,mmlu_5
49,clinical-knowledge,0.01409912109375,0.03369140625,0.92578125,0.024658203125,True,C,0.01063680648803711,mmlu_5
54,clinical-knowledge,0.00109100341796875,0.00115966796875,0.006683349609375,0.9921875,True,D,0.010248422622680664,mmlu_5
59,clinical-knowledge,0.02392578125,0.6171875,0.027099609375,0.330078125,False,D,0.010521411895751953,mmlu_5
64,clinical-knowledge,0.05859375,0.91796875,0.005126953125,0.01904296875,True,B,0.011662006378173828,mmlu_5
69,clinical-knowledge,0.1142578125,0.0289306640625,0.0128173828125,0.84375,True,D,0.011768817901611328,mmlu_5
74,clinical-knowledge,0.220703125,0.466796875,0.220703125,0.091796875,True,B,0.011320829391479492,mmlu_5
79,clinical-knowledge,0.3984375,0.047607421875,0.10107421875,0.453125,False,B,0.011338233947753906,mmlu_5
84,clinical-knowledge,0.1962890625,0.15234375,0.28515625,0.365234375,False,C,0.010959386825561523,mmlu_5
89,clinical-knowledge,0.1494140625,0.408203125,0.408203125,0.03564453125,True,B,0.01080775260925293,mmlu_5
4,college-biology,0.234375,0.33984375,0.1611328125,0.265625,True,B,0.010976791381835938,mmlu_5
9,college-biology,0.0048828125,0.002777099609375,0.98828125,0.002166748046875,True,C,0.010690689086914062,mmlu_5
14,college-biology,0.001495361328125,0.0016937255859375,0.00058746337890625,0.99609375,True,D,0.010606050491333008,mmlu_5
19,college-biology,0.0048828125,0.0031585693359375,0.9921875,0.00018978118896484375,True,C,0.01062464714050293,mmlu_5
24,college-biology,0.08740234375,0.0172119140625,0.392578125,0.50390625,True,D,0.0106201171875,mmlu_5
29,college-biology,0.023681640625,0.064453125,0.88671875,0.023681640625,True,C,0.010817527770996094,mmlu_5
34,college-biology,0.84765625,0.037353515625,0.034912109375,0.0791015625,True,A,0.011411428451538086,mmlu_5
39,college-biology,0.00897216796875,0.01226806640625,0.9765625,0.00311279296875,True,C,0.011767387390136719,mmlu_5
44,college-biology,0.10400390625,0.81640625,0.0279541015625,0.05224609375,True,B,0.02038097381591797,mmlu_5
49,college-biology,0.0017852783203125,0.01239013671875,0.984375,0.0003986358642578125,True,C,0.024132966995239258,mmlu_5
54,college-biology,0.0654296875,0.0213623046875,0.427734375,0.484375,True,D,0.02755427360534668,mmlu_5
59,college-biology,0.0291748046875,0.0057373046875,0.96484375,0.00014400482177734375,True,C,0.014676809310913086,mmlu_5
64,college-biology,0.11767578125,0.193359375,0.091796875,0.59765625,True,D,0.024185895919799805,mmlu_5
69,college-biology,0.048828125,0.921875,0.014892578125,0.01318359375,True,B,0.022854328155517578,mmlu_5
74,college-biology,0.00170135498046875,0.0001678466796875,0.0003566741943359375,0.99609375,True,D,0.012447118759155273,mmlu_5
79,college-biology,0.11279296875,0.099609375,0.734375,0.05322265625,True,C,0.026905298233032227,mmlu_5
84,college-biology,0.9921875,0.003814697265625,0.00109100341796875,0.00191497802734375,True,A,0.024109601974487305,mmlu_5
89,college-biology,0.98828125,0.004302978515625,0.008544921875,0.00061798095703125,True,A,0.020808935165405273,mmlu_5
4,college-chemistry,0.0517578125,0.0157470703125,0.0157470703125,0.91796875,True,D,0.02419877052307129,mmlu_5
9,college-chemistry,0.0751953125,0.2314453125,0.26171875,0.431640625,False,B,0.024161815643310547,mmlu_5
14,college-chemistry,0.265625,0.265625,0.439453125,0.028076171875,False,A,0.021602153778076172,mmlu_5
19,college-chemistry,0.173828125,0.3671875,0.173828125,0.28515625,False,C,0.027576446533203125,mmlu_5
24,college-chemistry,0.39453125,0.2392578125,0.306640625,0.060302734375,False,D,0.027219533920288086,mmlu_5
29,college-chemistry,0.203125,0.3359375,0.23046875,0.23046875,True,B,0.014911174774169922,mmlu_5
34,college-chemistry,0.240234375,0.30859375,0.240234375,0.2119140625,True,B,0.0241854190826416,mmlu_5
39,college-chemistry,0.04443359375,0.890625,0.05029296875,0.014404296875,True,B,0.022548913955688477,mmlu_5
44,college-chemistry,0.2734375,0.30859375,0.2734375,0.1455078125,False,A,0.01659870147705078,mmlu_5
49,college-chemistry,0.361328125,0.248046875,0.2197265625,0.1708984375,False,C,0.02424144744873047,mmlu_5
54,college-chemistry,0.275390625,0.515625,0.189453125,0.02001953125,False,D,0.024066448211669922,mmlu_5
59,college-chemistry,0.040283203125,0.040283203125,0.71484375,0.205078125,True,C,0.011909008026123047,mmlu_5
64,college-chemistry,0.01220703125,0.0069580078125,0.01080322265625,0.96875,True,D,0.02725672721862793,mmlu_5
69,college-chemistry,0.2490234375,0.28125,0.2197265625,0.2490234375,False,D,0.024352073669433594,mmlu_5
74,college-chemistry,0.34765625,0.26953125,0.23828125,0.14453125,False,B,0.016554832458496094,mmlu_5
79,college-chemistry,0.1884765625,0.453125,0.047607421875,0.310546875,True,B,0.027020931243896484,mmlu_5
84,college-chemistry,0.9609375,0.003936767578125,0.003692626953125,0.0308837890625,True,A,0.027468204498291016,mmlu_5
89,college-chemistry,0.1796875,0.0703125,0.12353515625,0.625,True,D,0.02420783042907715,mmlu_5
4,college-medicine,0.11181640625,0.236328125,0.208984375,0.443359375,True,D,0.024152517318725586,mmlu_5
9,college-medicine,0.431640625,0.0400390625,0.09619140625,0.431640625,False,C,0.01444101333618164,mmlu_5
14,college-medicine,0.0023193359375,0.00075531005859375,0.99609375,0.0001392364501953125,True,C,0.027434349060058594,mmlu_5
19,college-medicine,0.984375,0.0035552978515625,0.01092529296875,0.00061798095703125,True,A,0.036512136459350586,mmlu_5
24,college-medicine,0.001922607421875,0.0033721923828125,0.0002765655517578125,0.99609375,True,D,0.03942990303039551,mmlu_5
29,college-medicine,0.2470703125,0.31640625,0.2177734375,0.2177734375,False,D,0.029852867126464844,mmlu_5
34,college-medicine,0.04443359375,0.890625,0.04443359375,0.02099609375,True,B,0.04639601707458496,mmlu_5
39,college-medicine,0.9765625,0.005126953125,0.015869140625,0.000576019287109375,True,A,0.038645029067993164,mmlu_5
44,college-medicine,1.0,0.00058746337890625,0.000335693359375,2.586841583251953e-05,True,A,0.03423881530761719,mmlu_5
49,college-medicine,0.115234375,0.515625,0.054443359375,0.3125,True,B,0.03908562660217285,mmlu_5
54,college-medicine,0.1962890625,0.365234375,0.15234375,0.28515625,False,A,0.022339820861816406,mmlu_5
59,college-medicine,0.109375,0.296875,0.5546875,0.037841796875,True,C,0.0411527156829834,mmlu_5
64,college-medicine,0.033203125,0.07958984375,0.85546875,0.033203125,True,C,0.03168320655822754,mmlu_5
69,college-medicine,0.0179443359375,0.001220703125,0.9765625,0.0024261474609375,True,C,0.028513431549072266,mmlu_5
74,college-medicine,0.1728515625,0.60546875,0.049560546875,0.1728515625,True,B,0.10558629035949707,mmlu_5
79,college-medicine,0.00109100341796875,0.00115966796875,0.006683349609375,0.9921875,True,D,0.03784990310668945,mmlu_5
84,college-medicine,0.09716796875,0.33984375,0.263671875,0.298828125,False,C,0.04101824760437012,mmlu_5
89,college-medicine,0.0255126953125,0.8984375,0.037109375,0.037109375,True,B,0.03925633430480957,mmlu_5
4,high-school-biology,0.06396484375,0.0498046875,0.8828125,0.0014190673828125,False,B,0.033698081970214844,mmlu_5
9,high-school-biology,0.90625,0.0213623046875,0.06591796875,0.005401611328125,True,A,0.03325629234313965,mmlu_5
14,high-school-biology,0.0908203125,0.279296875,0.4609375,0.1689453125,True,C,0.04495882987976074,mmlu_5
19,high-school-biology,0.44140625,0.02197265625,0.0361328125,0.5,False,C,0.01164555549621582,mmlu_5
24,high-school-biology,0.109375,0.0751953125,0.43359375,0.3828125,False,D,0.04081368446350098,mmlu_5
29,high-school-biology,0.98828125,0.005523681640625,0.005523681640625,0.0004253387451171875,True,A,0.0325319766998291,mmlu_5
34,high-school-biology,0.07275390625,0.0235595703125,0.8828125,0.01953125,True,C,0.026637554168701172,mmlu_5
39,high-school-biology,0.0206298828125,0.01171875,0.365234375,0.6015625,True,D,0.025693416595458984,mmlu_5
44,high-school-biology,0.0018310546875,0.04736328125,0.00043487548828125,0.94921875,True,D,0.03798937797546387,mmlu_5
49,high-school-biology,0.2060546875,0.55859375,0.052001953125,0.181640625,True,B,0.03231000900268555,mmlu_5
54,high-school-biology,0.01953125,0.0023345947265625,0.03662109375,0.94140625,False,B,0.030732393264770508,mmlu_5
59,high-school-biology,0.004180908203125,0.0010528564453125,0.1474609375,0.84765625,True,D,0.04468846321105957,mmlu_5
64,high-school-biology,0.010986328125,0.98828125,0.00115203857421875,0.001312255859375,True,B,0.030606746673583984,mmlu_5
69,high-school-biology,0.375,0.02392578125,0.12158203125,0.48046875,True,D,0.03615832328796387,mmlu_5
74,high-school-biology,0.111328125,0.162109375,0.162109375,0.56640625,True,D,0.02560591697692871,mmlu_5
79,high-school-biology,0.05078125,0.291015625,0.6171875,0.03955078125,False,B,0.03711056709289551,mmlu_5
84,high-school-biology,0.00131988525390625,0.0021820068359375,0.0002765655517578125,0.99609375,True,D,0.01652979850769043,mmlu_5
89,high-school-biology,0.0089111328125,0.96875,0.01300048828125,0.0101318359375,True,B,0.03820443153381348,mmlu_5
4,human-aging,0.98828125,0.004852294921875,0.002166748046875,0.005859375,True,A,0.028861284255981445,mmlu_5
9,human-aging,0.0341796875,0.072265625,0.8828125,0.0111083984375,True,C,0.03169679641723633,mmlu_5
14,human-aging,0.20703125,0.5625,0.08642578125,0.142578125,False,A,0.026326417922973633,mmlu_5
19,human-aging,0.236328125,0.0281982421875,0.7265625,0.008056640625,False,A,0.021730899810791016,mmlu_5
24,human-aging,0.2177734375,0.2177734375,0.4609375,0.10302734375,False,A,0.02447223663330078,mmlu_5
29,human-aging,0.055419921875,0.46484375,0.41015625,0.0712890625,True,B,0.0218808650970459,mmlu_5
34,human-aging,0.01416015625,0.10498046875,0.87890625,0.0031585693359375,False,B,0.03762006759643555,mmlu_5
39,human-aging,0.0177001953125,0.96875,0.00421142578125,0.0101318359375,True,B,0.023875713348388672,mmlu_5
44,human-aging,0.000431060791015625,1.0,0.00014019012451171875,0.0001583099365234375,True,B,0.034436702728271484,mmlu_5
49,human-aging,0.99609375,0.00170135498046875,0.00011587142944335938,0.000148773193359375,True,A,0.03833413124084473,mmlu_5
54,human-aging,0.126953125,0.5703125,0.267578125,0.036376953125,True,B,0.027674436569213867,mmlu_5
59,human-aging,0.38671875,0.00518798828125,0.046142578125,0.5625,False,B,0.031027555465698242,mmlu_5
64,human-aging,0.5625,0.040771484375,0.38671875,0.008056640625,False,B,0.03774380683898926,mmlu_5
69,human-aging,0.042236328125,0.010009765625,0.10107421875,0.84765625,False,C,0.028648853302001953,mmlu_5
74,human-aging,0.00170135498046875,0.0001087188720703125,1.0,1.0788440704345703e-05,True,C,0.01839733123779297,mmlu_5
79,human-aging,0.21484375,0.21484375,0.054443359375,0.515625,True,D,0.03902554512023926,mmlu_5
84,human-aging,1.0,0.00070953369140625,0.0010986328125,0.00012302398681640625,True,A,0.023264169692993164,mmlu_5
89,human-aging,0.00970458984375,0.0010833740234375,0.87109375,0.11767578125,True,C,0.04028725624084473,mmlu_5
4,medical-genetics,0.003814697265625,0.001495361328125,0.00066375732421875,0.9921875,True,D,0.02589130401611328,mmlu_5
9,medical-genetics,0.88671875,0.002655029296875,0.09375,0.0162353515625,True,A,0.03918123245239258,mmlu_5
14,medical-genetics,0.0084228515625,0.0029144287109375,0.1806640625,0.80859375,True,D,0.016007423400878906,mmlu_5
19,medical-genetics,0.1806640625,0.296875,0.140625,0.380859375,True,D,0.02666020393371582,mmlu_5
24,medical-genetics,0.96484375,0.032958984375,0.0006866455078125,9.870529174804688e-05,True,A,0.034644126892089844,mmlu_5
